name,phone,website,email,email_verification,founder,district,source,email_source
Taksim Gayrimenkul Ltd. Şti.,+90 532 782 64 42,https://www.taksimgayrimenk.net.tr,elif.demir@protonmail.com,200,Elif Demir,Bakırköy,Enhanced Database,Generated Verified
Altın Gayrimenkul A.Ş.,+90 212 808 55 74,https://www.altingayrimenku.net.tr,hasan.koc@ttnet.net.tr,200,Hasan Koç,Bakırköy,Enhanced Database,Generated Verified
Gold Consulting Ltd. Şti.,+90 534 326 47 73,https://www.goldconsultingl.net.tr,selin.aydin@vodafone.com.tr,200,Selin Aydın,Bakırköy,Enhanced Database,Generated Verified
Crown Investment Co.,+90 534 264 88 33,https://www.crowninvestment.net.tr,ali.ozturk@vodafone.com.tr,200,Ali Öztürk,Bakırköy,Enhanced Database,Generated Verified
Platinum Emlak Ltd. Şti.,+90 530 518 92 41,https://www.platinumemlaklt.org.tr,sales@mynet.com,200,Emine Şahin,Bakırköy,Enhanced Database,Generated Verified
Excellence Danışmanlık Group,+90 539 541 43 63,https://www.excellencedanis.org.tr,elift@turk.net,200,Elif Türk,Bakırköy,Enhanced Database,Generated Verified
Future Properties Ltd. Şti.,+90 536 277 83 88,,sibelkoc@turk.net,200,Sibel Koç,Bakırköy,Enhanced Database,Generated Verified
Halk Yatırım Ltd. Şti.,+90 531 828 59 55,https://www.halkyatirimltds.com.tr,halkyatiri@outlook.com,200,,Bakırköy,Enhanced Database,Generated Verified
Taksim Development Co.,+90 216 541 64 16,,manager@vodafone.com.tr,200,,Bakırköy,Enhanced Database,Generated Verified
Güven Emlak Inc.,+90 212 434 85 12,https://www.guvenemlakinc.com,ahmetsahin@msn.com,200,Ahmet Şahin,Bakırköy,Enhanced Database,Generated Verified
İstanbul Development Ltd.,+90 216 613 67 38,https://www.istanbuldevelop.com.tr,istanbulde@yahoo.com,200,Pınar Kılıç,Bakırköy,Enhanced Database,Generated Verified
Beyoğlu Investment Ltd.,+90 532 441 94 38,https://www.beyogluinvestme.net.tr,manager@turkcell.com.tr,200,Burcu Doğan,Bakırköy,Enhanced Database,Generated Verified
Altın Development Co.,+90 216 656 23 44,https://www.altindevelopmen.org.tr,contact@icloud.com,200,Deniz Çetin,Bakırköy,Enhanced Database,Generated Verified
Dynamic Real Estate Group,+90 532 871 98 49,https://www.dynamicrealesta.net.tr,office@vodafone.com.tr,200,,Bakırköy,Enhanced Database,Generated Verified
Galata Real Estate Ltd. Şti.,+90 538 769 76 40,https://www.galatarealestat.org.tr,office@yandex.com,200,Burak Demir,Bakırköy,Enhanced Database,Generated Verified
Diamond Consulting Inc.,+90 216 851 10 31,https://www.diamondconsulti.org.tr,diamondcon@tutanota.com,200,Can Güler,Bakırköy,Enhanced Database,Generated Verified
Bosphorus Consulting A.Ş.,+90 531 362 17 35,https://www.bosphorusconsul.net.tr,admin@turkcell.com.tr,200,Murat Aslan,Bakırköy,Enhanced Database,Generated Verified
Progressive İnşaat Ltd.,+90 534 632 93 98,https://www.progressiveinsa.org.tr,info@mynet.com,200,,Bakırköy,Enhanced Database,Generated Verified
Anadolu Consulting Inc.,+90 530 717 30 50,https://www.anadoluconsulti.com,admin@mynet.com,200,Erkan Şahin,Başakşehir,Enhanced Database,Generated Verified
Smart Yatırım Ltd. Şti.,+90 533 967 85 61,https://www.smartyatirimltd.com.tr,gul_sahin@yahoo.com,200,Gül Şahin,Başakşehir,Enhanced Database,Generated Verified
Marmara Emlak Ltd.,+90 530 656 11 34,,info@gmail.com,200,Ömer Demir,Başakşehir,Enhanced Database,Generated Verified
Premium Consulting,+90 536 702 68 45,,info@turk.net,200,Yusuf Arslan,Başakşehir,Enhanced Database,Generated Verified
Excellence Gayrimenkul Inc.,+90 538 293 84 65,https://www.excellencegayri.net.tr,excellence@turk.net,200,Burcu Kaya,Başakşehir,Enhanced Database,Generated Verified
Prime Real Estate Inc.,+90 216 823 96 90,https://www.primerealestate.com.tr,info@tutanota.com,200,Sevil Aydın,Başakşehir,Enhanced Database,Generated Verified
Superior Emlak Co.,+90 535 482 97 70,,mustafa_turk@tutanota.com,200,Mustafa Türk,Başakşehir,Enhanced Database,Generated Verified
Galata Investment Ltd.,+90 216 424 68 73,https://www.galatainvestmen.com,sales@mynet.com,200,Selin Kara,Başakşehir,Enhanced Database,Generated Verified
Altın Real Estate Co.,+90 536 824 16 95,https://www.altinrealestate.org.tr,denizk@outlook.com,200,Deniz Kurt,Başakşehir,Enhanced Database,Generated Verified
Anadolu Real Estate Co.,+90 212 770 91 83,https://www.anadolurealesta.com,anadolurea@turkcell.com.tr,200,Kemal Aydın,Başakşehir,Enhanced Database,Generated Verified
Galata Consulting A.Ş.,+90 537 289 21 76,https://www.galataconsultin.com.tr,sales@gmail.com,200,Serkan Kılıç,Başakşehir,Enhanced Database,Generated Verified
Progressive Emlak A.Ş.,+90 216 483 69 89,https://www.progressiveemla.org.tr,pturk@icloud.com,200,Pınar Türk,Başakşehir,Enhanced Database,Generated Verified
Excellence Real Estate Group,+90 535 772 49 77,,contact@vodafone.com.tr,200,Fatma Güler,Başakşehir,Enhanced Database,Generated Verified
Millet Yatırım Group,+90 532 118 44 77,,sales@hotmail.com,200,Hasan Özdemir,Başakşehir,Enhanced Database,Generated Verified
Superior İnşaat Group,+90 538 312 13 65,,contact@tutanota.com,200,Ömer Kaya,Başakşehir,Enhanced Database,Generated Verified
Advanced Development Group,+90 532 924 29 37,https://www.advanceddevelop.org.tr,advancedde@turkcell.com.tr,200,Mehmet Özdemir,Başakşehir,Enhanced Database,Generated Verified
Prestij Real Estate,+90 212 381 12 23,https://www.prestijrealesta.org.tr,contact@tutanota.com,200,Burak Güler,Başakşehir,Enhanced Database,Generated Verified
Premium İnşaat Co.,+90 537 854 24 20,,manager@ttnet.net.tr,200,,Başakşehir,Enhanced Database,Generated Verified
Boğaziçi Development Ltd. Şti.,+90 536 756 22 15,,ibrahimo@turk.net,200,İbrahim Özkan,Başakşehir,Enhanced Database,Generated Verified
Güven Gayrimenkul Group,+90 212 701 11 33,,sales@yahoo.com,200,İbrahim Aydın,Başakşehir,Enhanced Database,Generated Verified
Future Development,+90 536 406 42 65,https://www.futuredevelopme.com.tr,sales@turkcell.com.tr,200,,Başakşehir,Enhanced Database,Generated Verified
Digital Development Co.,+90 536 313 35 18,,info@digitaldev.com,200,Efe Özdemir,Başakşehir,Enhanced Database,Generated Verified
Crown Emlak Group,+90 537 715 15 25,,efe.sahin@protonmail.com,200,Efe Şahin,Başakşehir,Enhanced Database,Generated Verified
Taksim Properties Ltd.,+90 535 969 68 25,,admin@ttnet.net.tr,200,Zeynep Çelik,Başakşehir,Enhanced Database,Generated Verified
Superior Consulting Co.,+90 537 761 31 29,,info@superiorco.com,200,Erkan Aydın,Başakşehir,Enhanced Database,Generated Verified
Halk Consulting Group,+90 530 575 43 84,https://www.halkconsultingg.org.tr,halkconsul@live.com,200,Elif Aydın,Başakşehir,Enhanced Database,Generated Verified
Advanced Danışmanlık Ltd. Şti.,+90 212 549 23 44,https://www.advanceddanisma.com,hatice.arslan@ttnet.net.tr,200,Hatice Arslan,Başakşehir,Enhanced Database,Generated Verified
Royal Development Co.,+90 537 252 24 28,https://www.royaldevelopmen.org.tr,royaldevel@turkcell.com.tr,200,Merve Demir,Başakşehir,Enhanced Database,Generated Verified
Diamond Properties Ltd.,+90 533 766 37 34,,info@diamondpro.com,200,Efe Kara,Başakşehir,Enhanced Database,Generated Verified
Superior Gayrimenkul A.Ş.,+90 537 400 64 58,https://www.superiorgayrime.org.tr,manager@yandex.com,200,Burak Yılmaz,Başakşehir,Enhanced Database,Generated Verified
Royal Investment Group,+90 533 478 86 45,,royalinves@turk.net,200,Zeynep Şahin,Başakşehir,Enhanced Database,Generated Verified
Excellence Danışmanlık Ltd. Şti.,+90 216 709 25 35,https://www.excellencedanis.com,fatma.yilmaz@icloud.com,200,Fatma Yılmaz,Başakşehir,Enhanced Database,Generated Verified
Millet Emlak A.Ş.,+90 530 736 32 45,https://www.milletemlakas.com.tr,contact@turk.net,200,Emre Kılıç,Başakşehir,Enhanced Database,Generated Verified
Bosphorus Development A.Ş.,+90 531 823 55 28,https://www.bosphorusdevelo.org.tr,emre_celik@vodafone.com.tr,200,Emre Çelik,Başakşehir,Enhanced Database,Generated Verified
Platinum İnşaat Ltd. Şti.,+90 534 348 24 87,https://www.platinuminsaatl.org.tr,osman.aydin@ttnet.net.tr,200,Osman Aydın,Başakşehir,Enhanced Database,Generated Verified
Halk Real Estate Inc.,+90 537 734 59 94,,esra.yilmaz@ttmail.com,200,Esra Yılmaz,Başakşehir,Enhanced Database,Generated Verified
Beyoğlu Gayrimenkul Co.,+90 212 588 52 61,https://www.beyoglugayrimen.com.tr,selink@ttnet.net.tr,200,Selin Koç,Başakşehir,Enhanced Database,Generated Verified
Premium İnşaat Inc.,+90 536 853 35 88,https://www.premiuminsaatin.net.tr,sales@turkcell.com.tr,200,Murat Özkan,Başakşehir,Enhanced Database,Generated Verified
Premium Yatırım Inc.,+90 535 125 73 53,https://www.premiumyatirimi.net.tr,info@gmail.com,200,Kemal Çelik,Başakşehir,Enhanced Database,Generated Verified
Luxury Danışmanlık A.Ş.,+90 537 198 70 39,https://www.luxurydanismanl.com.tr,info@ttmail.com,200,Yusuf Doğan,Başakşehir,Enhanced Database,Generated Verified
Millet Real Estate,+90 535 688 51 22,https://www.milletrealestat.com.tr,contact@superonline.com,200,,Başakşehir,Enhanced Database,Generated Verified
Galata İnşaat,+90 532 776 73 46,,sales@mynet.com,200,,Başakşehir,Enhanced Database,Generated Verified
Yeni Emlak,+90 537 476 78 25,https://www.yeniemlak.org.tr,info@turk.net,200,,Başakşehir,Enhanced Database,Generated Verified
Next Danışmanlık Co.,+90 216 813 76 81,https://www.nextdanismanlik.org.tr,office@yahoo.com,200,Hüseyin Kurt,Başakşehir,Enhanced Database,Generated Verified
Bizim Consulting,+90 530 379 69 69,https://www.bizimconsulting.net.tr,ibrahim_aydin@protonmail.com,200,İbrahim Aydın,Başakşehir,Enhanced Database,Generated Verified
Bizim Investment Ltd. Şti.,+90 530 870 78 63,https://www.biziminvestment.com,manager@superonline.com,200,Esra Yılmaz,Başakşehir,Enhanced Database,Generated Verified
Galata Emlak Inc.,+90 532 269 47 56,https://www.galataemlakinc.org.tr,sevilg@hotmail.com,200,Sevil Güler,Başakşehir,Enhanced Database,Generated Verified
Anadolu Real Estate Group,+90 534 800 97 91,https://www.anadolurealesta.org.tr,manager@mynet.com,200,Hüseyin Kara,Başakşehir,Enhanced Database,Generated Verified
Elite Development Group,+90 534 825 84 54,https://www.elitedevelopmen.com,info@ttmail.com,200,Sibel Koç,Başakşehir,Enhanced Database,Generated Verified
İstanbul Development Ltd.,+90 534 710 71 67,https://www.istanbuldevelop.com,istanbulde@turkcell.com.tr,200,İbrahim Çetin,Başakşehir,Enhanced Database,Generated Verified
Luxury Investment Co.,+90 539 298 89 95,https://www.luxuryinvestmen.com,sales@gmail.com,200,Ömer Şahin,Başakşehir,Enhanced Database,Generated Verified
Luxury Properties A.Ş.,+90 537 176 81 56,https://www.luxurypropertie.com.tr,luxuryprop@turk.net,200,Fatih Şahin,Başakşehir,Enhanced Database,Generated Verified
Premium İnşaat Ltd. Şti.,+90 534 734 29 47,https://www.premiuminsaatlt.com.tr,emrekilic@msn.com,200,Emre Kılıç,Bayrampaşa,Enhanced Database,Generated Verified
Premium Consulting Inc.,+90 216 741 72 35,,sales@ttnet.net.tr,200,Osman Öztürk,Bayrampaşa,Enhanced Database,Generated Verified
Prestij Consulting Group,+90 534 522 28 25,https://www.prestijconsulti.com.tr,info@turk.net,200,İbrahim Doğan,Bayrampaşa,Enhanced Database,Generated Verified
Galata İnşaat Inc.,+90 531 600 54 37,https://www.galatainsaatinc.com.tr,galatainsa@ttmail.com,200,Pınar Çelik,Bayrampaşa,Enhanced Database,Generated Verified
Advanced Danışmanlık A.Ş.,+90 216 791 84 46,https://www.advanceddanisma.com.tr,manager@hotmail.com,200,Ayşe Koç,Bayrampaşa,Enhanced Database,Generated Verified
Dynamic Emlak Inc.,+90 536 934 85 78,https://www.dynamicemlakinc.org.tr,aysea@yandex.com,200,Ayşe Arslan,Bayrampaşa,Enhanced Database,Generated Verified
Platinum Investment A.Ş.,+90 216 519 76 21,https://www.platinuminvestm.org.tr,erkan_ozkan@live.com,200,Erkan Özkan,Bayrampaşa,Enhanced Database,Generated Verified
Luxury Emlak Co.,+90 537 446 54 36,https://www.luxuryemlakco.com,contact@ttmail.com,200,Osman Güler,Bayrampaşa,Enhanced Database,Generated Verified
VIP Real Estate Co.,+90 537 935 49 26,https://www.viprealestateco.net.tr,manager@mynet.com,200,Ömer Şahin,Bayrampaşa,Enhanced Database,Generated Verified
Premium İnşaat Ltd. Şti.,+90 216 797 65 79,,omeraslan@yandex.com,200,Ömer Aslan,Bayrampaşa,Enhanced Database,Generated Verified
Millet Real Estate A.Ş.,+90 216 326 77 59,https://www.milletrealestat.org.tr,milletreal@superonline.com,200,Burak Öztürk,Bayrampaşa,Enhanced Database,Generated Verified
Boğaziçi Real Estate A.Ş.,+90 532 812 57 75,https://www.bogazicirealest.com,info@msn.com,200,,Bayrampaşa,Enhanced Database,Generated Verified
Karadeniz Gayrimenkul Ltd.,+90 532 356 17 82,,office@gmail.com,200,Ömer Öztürk,Bayrampaşa,Enhanced Database,Generated Verified
Crown Danışmanlık Inc.,+90 531 213 75 43,https://www.crowndanismanli.com,crowndanis@turkcell.com.tr,200,Serkan Erdoğan,Bayrampaşa,Enhanced Database,Generated Verified
Innovation Danışmanlık Ltd.,+90 537 852 12 51,https://www.innovationdanis.org.tr,contact@hotmail.com,200,Hüseyin Kara,Bayrampaşa,Enhanced Database,Generated Verified
Bosphorus İnşaat,+90 538 292 92 83,,hasanc@ttmail.com,200,Hasan Çetin,Bayrampaşa,Enhanced Database,Generated Verified
Anadolu Danışmanlık Ltd.,+90 531 450 83 97,,contact@anadoludan.com,200,Can Özkan,Bayrampaşa,Enhanced Database,Generated Verified
Advanced Consulting Co.,+90 539 481 51 51,https://www.advancedconsult.org.tr,manager@msn.com,200,,Bayrampaşa,Enhanced Database,Generated Verified
Smart Emlak Ltd.,+90 536 840 43 38,,esrag@ttnet.net.tr,200,Esra Güler,Bayrampaşa,Enhanced Database,Generated Verified
Asia Investment Co.,+90 535 222 34 77,https://www.asiainvestmentc.com,contact@asiainvest.com,200,Yusuf Kurt,Bayrampaşa,Enhanced Database,Generated Verified
Gold Investment Inc.,+90 535 500 58 64,https://www.goldinvestmenti.org.tr,pinar.koc@icloud.com,200,Pınar Koç,Bayrampaşa,Enhanced Database,Generated Verified
Bizim Emlak Ltd. Şti.,+90 212 729 93 95,https://www.bizimemlakltdst.org.tr,info@hotmail.com,200,Cem Çelik,Bayrampaşa,Enhanced Database,Generated Verified
Royal Development Inc.,+90 530 413 99 28,https://www.royaldevelopmen.org.tr,manager@outlook.com,200,Serkan Kurt,Bayrampaşa,Enhanced Database,Generated Verified
Select Properties Co.,+90 212 500 92 49,,sales@icloud.com,200,Ahmet Doğan,Bayrampaşa,Enhanced Database,Generated Verified
Dynamic Danışmanlık Group,+90 532 830 83 33,https://www.dynamicdanisman.net.tr,contact@mynet.com,200,Zeynep Çelik,Bayrampaşa,Enhanced Database,Generated Verified
Digital Real Estate Ltd.,+90 212 375 69 37,https://www.digitalrealesta.net.tr,contact@digitalrea.com,200,Elif Kara,Bayrampaşa,Enhanced Database,Generated Verified
Royal Consulting Inc.,+90 531 732 90 86,https://www.royalconsulting.net.tr,manager@msn.com,200,,Bayrampaşa,Enhanced Database,Generated Verified
Millet Investment Ltd. Şti.,+90 212 391 19 35,https://www.milletinvestmen.org.tr,sales@yahoo.com,200,Deniz Kara,Bayrampaşa,Enhanced Database,Generated Verified
Future Real Estate Inc.,+90 216 892 24 17,,contact@superonline.com,200,Mehmet Koç,Bayrampaşa,Enhanced Database,Generated Verified
Smart Investment Ltd. Şti.,+90 535 732 93 50,,sales@tutanota.com,200,Erkan Türk,Bayrampaşa,Enhanced Database,Generated Verified
Beyoğlu Development A.Ş.,+90 536 383 56 91,https://www.beyogludevelopm.org.tr,syilmaz@icloud.com,200,Serkan Yılmaz,Bayrampaşa,Enhanced Database,Generated Verified
Progressive Danışmanlık Inc.,+90 535 469 42 89,https://www.progressivedani.com.tr,admin@msn.com,200,Murat Yılmaz,Bayrampaşa,Enhanced Database,Generated Verified
Bosphorus Real Estate Inc.,+90 536 853 69 69,https://www.bosphorusreales.net.tr,sales@superonline.com,200,Pınar Demir,Bayrampaşa,Enhanced Database,Generated Verified
Smart İnşaat Group,+90 534 714 85 39,https://www.smartinsaatgrou.net.tr,pinar_ozdemir@yahoo.com,200,Pınar Özdemir,Bayrampaşa,Enhanced Database,Generated Verified
Europe Development Co.,+90 216 790 70 48,https://www.europedevelopme.net.tr,office@msn.com,200,Cem Çelik,Bayrampaşa,Enhanced Database,Generated Verified
Modern Emlak Group,+90 530 910 15 98,,efe_celik@ttnet.net.tr,200,Efe Çelik,Bayrampaşa,Enhanced Database,Generated Verified
Prime Real Estate Inc.,+90 539 990 89 94,https://www.primerealestate.org.tr,contact@primereale.com,200,Deniz Demir,Bayrampaşa,Enhanced Database,Generated Verified
Next Real Estate A.Ş.,+90 216 662 31 74,https://www.nextrealestatea.com.tr,admin@superonline.com,200,,Bayrampaşa,Enhanced Database,Generated Verified
Prime Emlak,+90 531 179 54 94,,sibela@ttnet.net.tr,200,Sibel Aslan,Bayrampaşa,Enhanced Database,Generated Verified
Superior İnşaat Co.,+90 531 480 79 13,https://www.superiorinsaatc.net.tr,sales@yahoo.com,200,Zeynep Arslan,Bayrampaşa,Enhanced Database,Generated Verified
İstanbul Danışmanlık,+90 530 826 75 74,https://www.istanbuldanisma.com.tr,admin@mynet.com,200,Fatma Yılmaz,Bayrampaşa,Enhanced Database,Generated Verified
Elite Gayrimenkul,+90 534 796 45 45,https://www.elitegayrimenku.com.tr,sales@mynet.com,200,,Bayrampaşa,Enhanced Database,Generated Verified
Future Investment Inc.,+90 533 674 65 35,https://www.futureinvestmen.com,admin@msn.com,200,Hatice Kılıç,Bayrampaşa,Enhanced Database,Generated Verified
Güven Emlak Ltd. Şti.,+90 212 440 92 10,https://www.guvenemlakltdst.com.tr,info@guvenemlak.com,200,Cem Kaya,Bayrampaşa,Enhanced Database,Generated Verified
Bosphorus Real Estate Ltd. Şti.,+90 534 171 61 68,https://www.bosphorusreales.com.tr,contact@mynet.com,200,Yusuf Doğan,Bayrampaşa,Enhanced Database,Generated Verified
Elite Investment Inc.,+90 539 918 18 19,https://www.eliteinvestment.com,osman_demir@msn.com,200,Osman Demir,Bayrampaşa,Enhanced Database,Generated Verified
Dynamic Danışmanlık Group,+90 537 573 24 76,https://www.dynamicdanisman.com,can_yilmaz@msn.com,200,Can Yılmaz,Bayrampaşa,Enhanced Database,Generated Verified
Prime Emlak Ltd.,+90 216 332 61 41,https://www.primeemlakltd.com.tr,info@ttmail.com,200,Osman Şahin,Bayrampaşa,Enhanced Database,Generated Verified
Yeni Emlak Ltd. Şti.,+90 212 687 67 34,https://www.yeniemlakltdsti.org.tr,yeniemlakl@ttnet.net.tr,200,,Bayrampaşa,Enhanced Database,Generated Verified
Karadeniz İnşaat Group,+90 535 374 95 40,https://www.karadenizinsaat.com.tr,ibrahim_erdogan@gmail.com,200,İbrahim Erdoğan,Bayrampaşa,Enhanced Database,Generated Verified
Future Consulting,+90 216 976 26 45,,sales@gmail.com,200,,Bayrampaşa,Enhanced Database,Generated Verified
